name,source,discovery_query,repo_url,kept,decision,status,score,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,last_checked
martinbinbot/martinbinbot,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/martinbinbot/martinbinbot,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/martinbinbot/martinbinbot; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
zhongheweiwei-cmyk/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/zhongheweiwei-cmyk/TrendRadar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/zhongheweiwei-cmyk/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
aviliableUsername/TrendRadar-Geo,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/aviliableUsername/TrendRadar-Geo,True,kept,buildable,50,GPL-3.0,Geography weekly hot news automation based on TrendRadar,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/aviliableUsername/TrendRadar-Geo; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
MoramiSu/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/MoramiSu/TrendRadar,True,kept,buildable,50,GPL-3.0,TrendRadar deployed from template,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/MoramiSu/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
cecwxf/TrendRadar-old,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/cecwxf/TrendRadar-old,True,kept,buildable,45,GPL-3.0,,Python,npm,,发现鸿蒙相关构建/工程线索: npm,公开源码仓库: https://github.com/cecwxf/TrendRadar-old; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
zyutong0228-maker/my-trendradar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/zyutong0228-maker/my-trendradar,True,kept,buildable,50,GPL-3.0,,"Qt, HTML",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/zyutong0228-maker/my-trendradar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
EnumaElish123/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/EnumaElish123/TrendRadar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/EnumaElish123/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
Venwing/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/Venwing/TrendRadar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,Python,,,,公开源码仓库: https://github.com/Venwing/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
suhainan-bot/news_delivery,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/suhainan-bot/news_delivery,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/suhainan-bot/news_delivery; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
xqlljffm/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/xqlljffm/TrendRadar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/xqlljffm/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
yudejiyiyou7s/Trend-Radar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/yudejiyiyou7s/Trend-Radar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/yudejiyiyou7s/Trend-Radar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
mzmxaming/mxjyyq,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/mzmxaming/mxjyyq,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/mzmxaming/mxjyyq; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
kaijunyang/TrendRadar-1,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/kaijunyang/TrendRadar-1,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/kaijunyang/TrendRadar-1; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
mkby/radar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/mkby/radar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/mkby/radar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
blow-prelude/TrendRadarRep,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/blow-prelude/TrendRadarRep,True,kept,buildable,50,GPL-3.0,选择使用新版本创建一个仓库，而不是直接fork,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/blow-prelude/TrendRadarRep; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
SH-01-web/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/SH-01-web/TrendRadar,True,kept,buildable,50,GPL-3.0,热点聚合推送工具,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/SH-01-web/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
607hhc/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/607hhc/TrendRadar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/607hhc/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
asweqviyan-cmd/w,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/asweqviyan-cmd/w,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/asweqviyan-cmd/w; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
KamiQI/06292026,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/KamiQI/06292026,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/KamiQI/06292026; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
wangjiezhe/awesome-stars,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/wangjiezhe/awesome-stars,False,filtered: score below 40,buildable,15,License 不明确,Awesome List of my own!,"Qt, Electron, C++, Rust, Go, Flutter, HAP","Qt for HarmonyOS, qmake, cmake",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/wangjiezhe/awesome-stars; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
jiangjianhai998-png/TZ02,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/jiangjianhai998-png/TZ02,True,kept,buildable,50,GPL-3.0,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 + RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 + AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。","Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/jiangjianhai998-png/TZ02; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
2597164567/trendradar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/2597164567/trendradar,True,kept,buildable,50,GPL-3.0,,"Qt, HTML",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/2597164567/trendradar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
huixuantang556-netizen/AI-news,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/huixuantang556-netizen/AI-news,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/huixuantang556-netizen/AI-news; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
luoyonghua/TrendRadar,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/luoyonghua/TrendRadar,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/luoyonghua/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
Tcc-magic/trendnews,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/Tcc-magic/trendnews,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/Tcc-magic/trendnews; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
Yyyy03/Process_oriented_search,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/Yyyy03/Process_oriented_search,True,kept,confirmed,85,MIT,,"ArkTS, Python","DevEco, hvigor, ArkTS",应用市场,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 文本明确命中鸿蒙 PC 关键词: harmonyos computer; 文本明确命中鸿蒙 PC 关键词: harmonyos next pc; 文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS",公开源码仓库: https://github.com/Yyyy03/Process_oriented_search; LICENSE: MIT; README 可访问; 源码目录结构可访问,,2026-06-30
1c7/chinese-independent-developer,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/1c7/chinese-independent-developer,False,filtered: score below 40,buildable,30,License 不明确,👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么,"Qt, Electron, C++, Rust, Flutter, HAP","qmake, cmake","HAP, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/1c7/chinese-independent-developer; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
mikehooglasgow-cell/WEWORK_WEBHOOK_URL,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/mikehooglasgow-cell/WEWORK_WEBHOOK_URL,True,kept,buildable,50,GPL-3.0,我的情报官,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/mikehooglasgow-cell/WEWORK_WEBHOOK_URL; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
1567ac/fork,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/1567ac/fork,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/1567ac/fork; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
llxlr/star,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/llxlr/star,False,filtered: score below 40,buildable,15,License 不明确,My GitHub Star List,"Qt, Electron, C++, Rust, Go, Flutter, WebView","Qt for HarmonyOS, qmake, cmake",,"发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/llxlr/star; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
qsb2107978979-dev/JSKL,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/qsb2107978979-dev/JSKL,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/qsb2107978979-dev/JSKL; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
ga456rnet/TrenREADER,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/ga456rnet/TrenREADER,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/ga456rnet/TrenREADER; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
tuyucheng777/awesome-java,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/tuyucheng777/awesome-java,False,filtered: score below 40,buildable,15,License 不明确,Awesome Java,"Qt, C++, Rust",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/tuyucheng777/awesome-java; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
ga456rnet/TrendRSS,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/ga456rnet/TrendRSS,True,kept,buildable,50,GPL-3.0,,"Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/ga456rnet/TrendRSS; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
jiangjianhai998-png/TZ01,GitHub repo search,鸿蒙 PC 开源软件,https://github.com/jiangjianhai998-png/TZ01,True,kept,buildable,50,GPL-3.0,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 + RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 + AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。","Qt, Python",qmake,,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/jiangjianhai998-png/TZ01; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
ZpFhnu/vibe-coding-cases,GitHub repo search,鸿蒙 PC 应用 开源,https://github.com/ZpFhnu/vibe-coding-cases,False,filtered: score below 40,buildable,15,License 不明确,,"Qt, C++, Rust, Go, Flutter, Python","DevEco, qmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, qmake, npm",公开源码仓库: https://github.com/ZpFhnu/vibe-coding-cases; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
Venwing/TrendRadar,GitHub repo search,鸿蒙 PC 应用 开源,https://github.com/Venwing/TrendRadar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,Python,,,,公开源码仓库: https://github.com/Venwing/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
hexody/TrendRadar2,GitHub repo search,鸿蒙 PC 应用 开源,https://github.com/hexody/TrendRadar2,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/hexody/TrendRadar2; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
ytjojo/jeecgboot-content,GitHub repo search,鸿蒙 PC 应用 开源,https://github.com/ytjojo/jeecgboot-content,True,kept,buildable,50,Apache-2.0,,"Qt, Electron, Flutter, Java","qmake, npm",,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/ytjojo/jeecgboot-content; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
nqkhanh92/trendradar,GitHub repo search,鸿蒙 PC 应用 开源,https://github.com/nqkhanh92/trendradar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/nqkhanh92/trendradar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
ConcealGeek/TrendRadar,GitHub repo search,鸿蒙 PC 应用 开源,https://github.com/ConcealGeek/TrendRadar,False,filtered: missing HarmonyOS PC executable/build evidence,,25,GPL-3.0,,HTML,,,,公开源码仓库: https://github.com/ConcealGeek/TrendRadar; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 构建步骤不完整,2026-06-30
