name,category,status,score,source,repo_url,market_url,demo_url,article_url,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,recommendation,last_checked
Harmonybrew/ohos-m4,终端与运行环境,confirmed,75,GitHub repo search,https://github.com/Harmonybrew/ohos-m4,,,,BSD-2-Clause,,Shell,,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,公开源码仓库: https://github.com/Harmonybrew/ohos-m4; LICENSE: BSD-2-Clause; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Harmonybrew/ohos-m4/releases/tag/1.4.20,,值得关注,2026-06-26
Harmonybrew/ohos-perl,终端与运行环境,confirmed,75,GitHub repo search,https://github.com/Harmonybrew/ohos-perl,,,,BSD-2-Clause,,Shell,,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,公开源码仓库: https://github.com/Harmonybrew/ohos-perl; LICENSE: BSD-2-Clause; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Harmonybrew/ohos-perl/releases/tag/5.42.0,,值得关注,2026-06-26
Harmonybrew/ohos-gzip,终端与运行环境,confirmed,75,GitHub repo search,https://github.com/Harmonybrew/ohos-gzip,,,,BSD-2-Clause,,Shell,,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,公开源码仓库: https://github.com/Harmonybrew/ohos-gzip; LICENSE: BSD-2-Clause; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Harmonybrew/ohos-gzip/releases/tag/1.14,,值得关注,2026-06-26
Harmonybrew/ohos-tar,终端与运行环境,confirmed,75,GitHub repo search,https://github.com/Harmonybrew/ohos-tar,,,,BSD-2-Clause,,Shell,,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,公开源码仓库: https://github.com/Harmonybrew/ohos-tar; LICENSE: BSD-2-Clause; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Harmonybrew/ohos-tar/releases/tag/1.35,,值得关注,2026-06-26
AetheriumSimulator/qemu-with-hmv-support,终端与运行环境,confirmed,75,GitHub repo search,https://github.com/AetheriumSimulator/qemu-with-hmv-support,,,,Other,QEMU modified for HarmonyOS. I will try to Take advantage of built-in HMV accelerator and vm_manager stuffs. HMV Accelerators support are from Huawei HarmonyOS system files. May launchd failed in HarmonyOS with SELinux Enforced and Star Shield enabled.,"Qt, Rust, C",qmake,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/AetheriumSimulator/qemu-with-hmv-support; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/AetheriumSimulator/qemu-with-hmv-support/releases/tag/hmv,可能依赖高权限或系统能力,值得关注,2026-06-26
mixliang/miaomi,原生鸿蒙 PC 应用,confirmed,75,GitHub repo search,https://github.com/mixliang/miaomi,,,,GPL-3.0,,ArkTS,"DevEco, ArkTS",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS",公开源码仓库: https://github.com/mixliang/miaomi; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,,值得关注,2026-06-26
ideadroit/ClashBox-website,开发工具,confirmed,75,GitHub repo search,https://github.com/ideadroit/ClashBox-website,,,,GPL-3.0,,"ArkTS, C++, Go","DevEco, hvigor, ArkTS, Stage Model, cmake, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/ideadroit/ClashBox-website; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,,值得关注,2026-06-26
OpenHarmony PC Developer / ohos_Photoflare,开发工具,confirmed,75,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Photoflare,,,,GPL-3.0,基于 Qt Widgets、依赖 GraphicsMagick 的图像编辑器，新增 Qt-for-Harmony 外壳承载；针对缺 arm64 GraphicsMagick 与文件 URI 受限，引入三态开关在缺库时降级为 Qt 原生绘制、并把文件 URI 先拷入缓存，最终可立即构建 HAP 并在鸿蒙 PC 启动运行。,"Qt, HAP",,HAP,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现 HAP 安装包或 HAP 安装线索,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Photoflare; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Photoflare; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Photoflare,,值得关注,2026-06-26
Zitann/HarmonyOS-Haps,终端与运行环境,confirmed,70,"GitHub repo search, GitHub code search",https://github.com/Zitann/HarmonyOS-Haps,,https://www.bilibili.com/video/BV1hkZ7YnEMd/,,License 不明确,⚡️鸿蒙Next Hap安装包合集，如果您觉得有帮助，还请点亮一下 Star 🌟 哦~ 万分感谢！,"Rust, Flutter, HAP, Python",,HAP,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现 HAP 安装包或 HAP 安装线索,公开源码仓库: https://github.com/Zitann/HarmonyOS-Haps; README 可访问; 源码目录结构可访问,License 不明确,值得关注,2026-06-26
HanversionOvO/OHSidian,开发工具,confirmed,70,GitHub repo search,https://github.com/HanversionOvO/OHSidian,,,,License 不明确,Using Obsidian on your HarmonyOS PC or tablet,"ArkTS, Electron, C++, WebView, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, Release, 应用市场","文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/HanversionOvO/OHSidian; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/HanversionOvO/OHSidian/releases/tag/latest,License 不明确,值得关注,2026-06-26
picklerick422/zju-learning-assistant-OH,终端与运行环境,confirmed,70,"GitHub repo search, GitHub code search",https://github.com/picklerick422/zju-learning-assistant-OH,,,,License 不明确,migration to HarmonyOS,"ArkTS, Rust, HAP","DevEco, hvigor, ArkTS, Stage Model, npm, cargo","HAP, Release","文本明确命中鸿蒙 PC 关键词: harmonyos pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm, cargo",公开源码仓库: https://github.com/picklerick422/zju-learning-assistant-OH; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/picklerick422/zju-learning-assistant-OH/releases/tag/v0.1.1,License 不明确,值得关注,2026-06-26
cwj1986521/harmony,终端与运行环境,confirmed,70,GitHub repo search,https://github.com/cwj1986521/harmony,,,https://zhuanlan.zhihu.com/p/384499498,MIT,https://github.com/fenwii/OpenHarmony.git,"ArkTS, Qt, C++, C","DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/cwj1986521/harmony; LICENSE: MIT; README 可访问; 源码目录结构可访问,最近 12 个月可能未维护,值得关注,2026-06-26
dingqiangsoft/deepseek_tui_zh,终端与运行环境,confirmed,70,GitHub repo search,https://github.com/dingqiangsoft/deepseek_tui_zh,,,,MIT,Chinese development tools for loading DeepSeek on a local LLM.,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/dingqiangsoft/deepseek_tui_zh; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
Hongxuebi/xiuxian123.github.io,开发工具,confirmed,70,GitHub repo search,https://github.com/Hongxuebi/xiuxian123.github.io,,,,License 不明确,,"ArkTS, WebView, HAP, JavaScript","DevEco, ArkTS, Stage Model",HAP,"文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS, Stage Model",公开源码仓库: https://github.com/Hongxuebi/xiuxian123.github.io; README 可访问; 源码目录结构可访问,License 不明确,值得关注,2026-06-26
OpenHarmony PC Developer / ohos_Scribus,终端与运行环境,buildable,70,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus,,,,NOASSERTION,"基于 Qt 的原生 Widgets 桌面排版软件,经 ""Qt for HarmonyOS"" 路线承载:ArkTS 全窗口 XComponent 加载 Qt OpenHarmony QPA 插件,dlopen 原生 libentry.so 并调用 qtmain 转发到 Scribus 的 main()。以 Q_OS_OPENHARMONY 守卫导出 default-visibility 的 qtmain 别名、跳过 X11 xcb 提示,最终在鸿蒙 PC 以 SHELL 模式跑通 ArkTS → XComponent → QPA → Qt 可交互窗口管线。","ArkTS, Qt","ArkTS, Qt for HarmonyOS",,"文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: ArkTS, Qt for HarmonyOS; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Scribus,,值得关注,2026-06-26
OpenHarmony PC Developer / ohos_Luyten,原生鸿蒙 PC 应用,buildable,70,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten,,,,NOASSERTION,基于 Procyon 的 Java 反编译器，因鸿蒙 PC 无 JVM、Swing 无法运行，先以本地 HTTP 服务桥接、最终用纯 ArkTS 重写 ZIP/DEFLATE 解压与 class 字节码解析，实现无需 JVM 即可打开 .jar/.class 并展示反编译内容。,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Luyten,,值得关注,2026-06-26
OpenHarmony PC Developer / ohos_Avogadro,桌面软件移植项目,buildable,70,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro,,,,BSD-3-Clause,开源分子建模与化学可视化工具（Avogadro 2），用 Qt 应用经鸿蒙 QPA 插件渲染进 ArkTS XComponent 表面、编译为 libentry.so 承载，由 EntryAbility 拉起 Qt 主程序；针对鸿蒙仅支持 OpenGL ES、无桌面 OpenGL 4.0 的限制，先以 QPainter CPU 软光栅替代 GL 渲染三维分子场景，最终在鸿蒙 PC 跑通分子加载、球棍/空间填充/线框显示与旋转缩放主流程。,"ArkTS, Qt",ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro; GitCode License: BSD-3-Clause; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro; License 线索: BSD-3-Clause; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Avogadro,,值得关注,2026-06-26
OpenHarmony PC Developer / GitNext,原生鸿蒙 PC 应用,buildable,70,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/GitNext,,,,NOASSERTION,基于可以运行在OpenHarmony的git，提供git客户端操作能力,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/GitNext; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/GitNext; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/GitNext,,值得关注,2026-06-26
OpenHarmony PC Developer / ohos_electron_chufanglidehuaxue,开发工具,buildable,70,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_electron_chufanglidehuaxue,,,,MIT,本项目是一个 Electron 与 OpenHarmony 融合的创新尝试，通过 web_engine 模块将 HTML5 应用运行在鸿蒙桌面环境中。开发者可以使用熟悉的 Web 技术（HTML/CSS/JavaScript）快速开发鸿蒙桌面应用，无需学习复杂的 ArkTS 或 ETS 语言。,"ArkTS, Electron",ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_electron_chufanglidehuaxue; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_electron_chufanglidehuaxue; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_electron_chufanglidehuaxue,,值得关注,2026-06-26
OpenHarmony PC Developer / ohos_AnotherRedisDesktopManager,原生鸿蒙 PC 应用,buildable,70,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AnotherRedisDesktopManager,,,,MIT,移植至 OpenHarmony 的 Redis 可视化客户端，便捷实现数据库连接、键管理与数据运维。,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AnotherRedisDesktopManager; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AnotherRedisDesktopManager; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_AnotherRedisDesktopManager,,值得关注,2026-06-26
OpenHarmony PC Developer / ohos_vcpkg,桌面软件移植项目,buildable,70,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_vcpkg,,,,MIT,ohos_vcpkg是鸿蒙版本vcpkg。 【官方说明】vcpkg is a free and open-source C/C++ package manager maintained by Microsoft and the C++ community.,C++,cmake,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 发现鸿蒙相关构建/工程线索: cmake,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_vcpkg; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_vcpkg; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_vcpkg,,值得关注,2026-06-26
YDYm233/EasyRandom_HarmonyNextApp,终端与运行环境,buildable,65,GitHub repo search,https://github.com/YDYm233/EasyRandom_HarmonyNextApp,,https://www.bilibili.com/opus/971320804050468900?spm_id_from=333.1387.0.0,,Apache-2.0,"a App develop by native HarmonyNext and ArkUI , show many HarmonyNEXT featrures","ArkTS, HAP, HTML","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/YDYm233/EasyRandom_HarmonyNextApp; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,值得关注,2026-06-26
iHongRen/hpack,终端与运行环境,buildable,65,GitHub repo search,https://github.com/iHongRen/hpack,,,,Apache-2.0,鸿蒙HarmonyOS应用内部测试分发，一键签名打包分发工具。,"ArkTS, HAP, Python","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/iHongRen/hpack; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/iHongRen/hpack/releases/tag/v1.1.2,缺少明确 PC 运行证据,值得关注,2026-06-26
wangqi060934/awesome-harmonyos-code,终端与运行环境,confirmed,65,GitHub repo search,https://github.com/wangqi060934/awesome-harmonyos-code,,,,Apache-2.0,A list of awesome open source HarmonyOS projects,Flutter,,,文本明确命中鸿蒙 PC 关键词: harmonyos pc; 文本明确命中鸿蒙 PC 关键词: harmonyos computer,公开源码仓库: https://github.com/wangqi060934/awesome-harmonyos-code; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,构建步骤不完整,值得关注,2026-06-26
wildfirechat/hm-pc-chat,开发工具,confirmed,65,GitHub repo search,https://github.com/wildfirechat/hm-pc-chat,,,,License 不明确,野火IM 原生鸿蒙 PC 端，体验和 Windows、macOS、Linux 一致,"ArkTS, Electron, C++, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/wildfirechat/hm-pc-chat; README 可访问; 源码目录结构可访问,License 不明确,值得关注,2026-06-26
CAesar0527/qq,终端与运行环境,confirmed,65,GitHub repo search,https://github.com/CAesar0527/qq,,,,License 不明确,,"ArkTS, Python","DevEco, hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/CAesar0527/qq; README 可访问; 源码目录结构可访问,License 不明确,值得关注,2026-06-26
wildfirechat/app-server,开发工具,buildable,65,GitHub repo search,https://github.com/wildfirechat/app-server,,,,Other,Demo of IM application server,"Qt, Electron, Java",qmake,Release,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/wildfirechat/app-server; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/wildfirechat/app-server/releases/tag/0.74,缺少明确 PC 运行证据,值得关注,2026-06-26
